,title,movieId,rating_avg
611,Arthur Christmas (2011),91414,0.5
612,"As Above, So Below (2014)",113780,3.0
613,As Good as It Gets (1997),171264,3.7
614,As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty (2000),102823,3.5
615,As You Like It (2006),56837,3.0
616,"Ascent, The (Voskhozhdeniye) (1977)",32906,3.5
617,Ashby (2015),286514,3.0
618,Ashes and Diamonds (Popiól i diament) (1958),7238,4.0
619,Ashes of Time (Dung che sai duk) (1994),757,4.0
620,Ask the Dust (2006),44189,4.0
621,Aspen Extreme (1993),5580,3.5
622,"Asphalt Jungle, The (1950)",10092,3.7
623,"Asphyx, The (1973)",84799,4.5
624,Assassin's Creed (2016),334740,2.5
625,Assassination (1987),2737,4.0
626,Assassination Tango (2002),6267,2.0
627,"Assassination of Jesse James by the Coward Robert Ford, The (2007)",553630,4.1
628,"Assassination of Richard Nixon, The (2004)",61692,3.5
629,Assassination of a High School President (2008),71550,1.0
630,Assassins (1995),368,3.1
631,Assault on Precinct 13 (1976),18630,3.6
632,Assault on Precinct 13 (2005),251360,3.2
633,Assembly (Ji jie hao) (2007) ,58842,4.5
634,"Assignment, The (1997)",1631,5.0
635,Asterix & Obelix vs. Caesar (Astérix et Obélix contre César) (1999),36289,4.0
636,Asterix & Obelix: God Save Britannia (Astérix et Obélix: Au service de Sa Majesté) (2012),97665,2.5
637,Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre) (2002),82104,4.0
638,Asterix and Cleopatra (Astérix et Cléopâtre) (1968),52366,4.2
639,Asterix and the Vikings (Astérix et les Vikings) (2006),91355,5.0
640,Asterix at the Olympic Games (Astérix aux jeux olympiques) (2008),73804,4.0
641,Asterix in America (a.k.a Asterix Conquers America) (Astérix et les Indiens) (1994),182706,3.8
642,Asterix: The Land of the Gods (Astérix: Le domaine des dieux) (2014),235090,3.8
643,"Astronaut Farmer, The (2007)",101846,2.2
644,"Astronaut's Wife, The (1999)",31097,2.3
645,At Close Range (1986),12129,3.3
646,At First Sight (1999),19560,2.7
647,At Middleton (2013),111680,1.5
648,At the Circus (1939),34018,3.0
649,"Atalante, L' (1934)",25805,4.5
650,Atlantic City (1980),17040,3.7
651,Atlantis: The Lost Empire (2001),82954,3.3
652,Atlas Shrugged: Part 1 (2011),86355,2.0
653,Atomic Blonde (2017),173941,3.0
654,"Atomic Brain, The (1963)",92760,3.5
655,"Atomic Cafe, The (1982)",10576,4.5
656,"Atomic Submarine, The (1959)",94262,3.0
657,Atonement (2007),715676,3.5
658,Atragon (Kaitei Gunkan) (1963),6654,3.5
659,Attack of the 50 Foot Woman (1958),71302,4.5
660,Attack of the Crab Monsters (1957),5979,3.0
661,Attack of the Giant Leeches (1959),16276,2.2
662,Attack of the Killer Tomatoes! (1978),10815,2.2
663,Attack of the Puppet People (1958),6656,4.0
664,Attack the Block (2011),523152,3.5
665,Attila (Attila Flagello di Dio) (1982),5922,2.5
666,Au Hasard Balthazar (1966),52302,3.5
667,Au revoir les enfants (1987),40640,4.1
668,Audition (Ôdishon) (1999),163902,3.8
669,Audrey Rose (1977),1331,2.0
670,August Rush (2007),335232,3.5
671,Auntie Mame (1958),17740,3.7
672,Austenland (2013),314718,3.2
673,Austin Powers in Goldmember (2002),356265,2.8
674,Austin Powers: International Man of Mystery (1997),151700,3.5
675,Austin Powers: The Spy Who Shagged Me (1999),324643,3.2
676,Australia (2008),319265,3.2
677,Auto Focus (2002),17040,3.2
678,Autumn Marathon (1979),141810,4.0
679,Autumn Sonata (Höstsonaten) (1978),8524,4.6
680,Autumn Spring (Babí léto) (2001),6688,3.5
681,"Autumn Tale, An (Conte d'automne) (1998)",8124,4.0
682,Autumn in New York (2000),42064,2.4
683,Autómata (Automata) (2014),114847,3.0
684,Avalanche (1978),7602,2.5
685,Avalon (1990),4174,3.0
686,Avalon (2001),20370,3.5
687,Avanti! (1972),6573,4.0
688,Avatar (2009),7080806,3.6
689,"Avengers, The (1998)",23683,2.3
690,"Avengers, The (2012)",6192405,3.9
691,Avengers: Age of Ultron (2015),3318084,3.5
692,Avengers: Infinity War - Part I (2018),1597856,4.0
693,"Aviator, The (2004)",1078420,3.5
694,"Avventura, L' (Adventure, The) (1960)",16390,4.0
695,Awake (2007),56169,4.0
696,"Awakening, The (1980)",4715,3.0
697,Awakenings (1990),68310,3.7
698,Away We Go (2009),266660,3.5
699,Away from Her (2006),211868,3.6
700,"Awful Truth, The (1937)",12508,4.8
701,"Awfully Big Adventure, An (1995)",148,5.0
702,Azumi (2003),55730,2.8
703,B*A*P*S (1997),2980,1.5
704,B. Monkey (1998),3540,2.5
705,B/W (2015),133217,3.5
706,BASEketball (1998),28840,3.1
707,BMX Bandits (1983),134515,3.0
708,BURN-E (2008),257208,4.5
709,Baadasssss! (How to Get the Man's Foot Outta Your Ass) (2003),33456,3.4
710,"Baader Meinhof Komplex, Der (2008)",67508,4.0
711,Baarìa (2009),78142,4.5
712,"Babadook, The (2014)",337545,4.5
713,Babe (1995),4352,3.7
714,"Babe, The (1992)",13034,2.2
715,Babe: Pig in the City (1998),69136,2.8
716,Babel (2006),1448413,3.5
717,Babes in Toyland (1934),3086,5.0
718,Babes in Toyland (1961),10085,3.1
719,Babette's Feast (Babettes gæstebud) (1987),33955,4.4
720,Baby Boom (1987),8160,3.2
721,Baby Boy (2001),4371,0.5
722,Baby Driver (2017),1545867,4.3
723,Baby Geniuses (1999),7665,1.7
724,Baby Mama (2008),651838,3.1
725,Baby's Day Out (1994),10192,1.2
726,"Baby, The (1973)",3280,1.5
727,"Baby-Sitters Club, The (1995)",1715,2.9
728,Baby... Secret of the Lost Legend (1985),17005,2.2
729,Babylon 5,81394,2.2
730,Babylon 5: A Call to Arms (1999),23430,3.3
731,Babylon 5: In the Beginning (1998),38245,2.8
732,Babylon 5: The Gathering (1993),51562,4.0
733,Babylon 5: The Legend of the Rangers: To Live and Die in Starlight (2002),62834,4.0
734,Babylon 5: The Lost Tales - Voices in the Dark (2007),62836,4.0
735,Babylon 5: The River of Souls (1998),7811,4.0
736,Babylon 5: Thirdspace (1998),23436,3.7
737,Babylon A.D. (2008),184050,2.3
738,"Babysitter, The (1995)",1302,2.3
739,Bachelor Party (1984),17625,2.9
740,"Bachelor and the Bobby-Soxer, The (1947)",26085,3.0
741,"Bachelor, The (1999)",33044,2.5
742,Back to School (1986),38656,2.9
743,Back to the Beach (1987),12243,1.8
744,Back to the Future (1985),217170,4.0
745,Back to the Future Part II (1989),174957,3.5
746,Back to the Future Part III (1990),177056,3.4
747,"Back-up Plan, The (2010)",78264,3.0
748,Backbeat (1993),2076,3.5
749,Backdraft (1991),71461,3.3
750,Bad Asses (Bad Ass 2) (2014),111844,3.5
751,Bad Asses on the Bayou (2015),136816,2.5
752,Bad Boy Bubby (1993),80430,4.8
753,Bad Boys (1995),7395,3.2
754,Bad Boys II (2003),111316,2.9
755,Bad Company (1995),768,3.2
756,Bad Company (2002),21656,2.9
757,Bad Day at Black Rock (1955),8094,3.5
758,Bad Education (La mala educación) (2004),71784,3.8
759,Bad Girls (1994),3328,2.5
760,Bad Karma (2012),107945,2.0
761,Bad Lieutenant (1992),26176,3.4
762,Bad Lieutenant: Port of Call New Orleans (2009),144810,2.2
763,Bad Milo (Bad Milo!) (2013),105325,1.0
764,Bad Moms (2016),484740,3.8
765,Bad News Bears (2005),102963,3.0
766,"Bad News Bears, The (1976)",46251,3.3
767,Bad Santa (2003),180882,3.4
768,Bad Santa 2 (2016),165645,0.5
769,"Bad Seed, The (1956)",11868,4.0
770,Bad Taste (1987),7530,3.0
771,Bad Teacher (2011),787365,2.9
772,Bad Words (2013),329685,2.0
773,"Bad and the Beautiful, The (1952)",5114,4.0
774,Badlands (1973),41151,4.1
775,"Bag Man, The (2014)",109723,3.5
776,Bagdad Cafe (Out of Rosenheim) (1987),18116,3.9
777,Bait (2000),7796,2.5
778,Bakuman (2015),157369,4.0
779,Balance (1989),72104,4.5
780,"Ballad of Jack and Rose, The (2005)",130336,3.1
781,"Ballad of Narayama, The (Narayama bushiko) (1983)",2512,5.0
782,Ballistic: Ecks vs. Sever (2002),11218,2.5
783,Balls Out: Gary the Tennis Coach (2009),68600,2.0
784,Balls of Fury (2007),164196,2.8
785,Balto (1995),104,3.1
786,"Bamba, La (1987)",24346,2.8
787,Bambi (1942),76684,3.4
788,Bamboozled (2000),31544,2.9
789,Banana Joe (1981),11420,2.8
790,Bananas (1971),11858,3.4
791,"Band Wagon, The (1953)",2805,3.8
792,Band of Brothers (2001),1194935,4.3
793,Band of Outsiders (Bande à part) (1964),12046,3.5
794,Band of the Hand (1986),3442,1.0
795,"Band's Visit, The (Bikur Ha-Tizmoret) (2007)",171729,3.5
796,Bandidas (2006),43419,1.0
797,Bandits (2001),29064,2.7
798,"Bang, Bang, You're Dead (2002)",15546,4.0
799,"Banger Sisters, The (2002)",16830,2.0
800,Bangkok Dangerous (2008),122930,3.2
801,"Bank Dick, The (1940)",7858,2.5
802,"Bank Job, The (2008)",757835,3.6
803,Baraka (1992),14708,4.1
804,Baran (2001),4964,3.5
805,Barb Wire (1996),14740,2.6
806,Barbarella (1968),6066,3.2
807,"Barbarian Invasions, The (Les invasions barbares) (2003)",20862,4.0
808,Barbarians at the Gate (1993),53624,2.8
809,Barbershop (2002),39004,2.7
810,Barbershop 2: Back in Business (2004),21783,2.2
811,Barbershop: The Next Cut (2016),157270,2.5
812,Barcelona (1994),5421,3.7
813,Barefoot (2014),219706,3.0
814,"Barefoot Contessa, The (1954)",4420,3.0
815,"Barefoot Executive, The (1971)",2032,2.0
816,Barefoot in the Park (1967),22960,3.3
817,Barely Lethal (2015),133867,4.5
818,Barfly (1987),8164,3.5
819,Barking Dogs Never Bite (Flandersui gae) (2000),78626,3.5
820,Barney's Great Adventure (1998),1826,2.0
821,Barney's Version (2010),82527,4.0
822,Barry Lyndon (1975),19110,3.7
823,Bart Got a Room (2008),73515,3.5
824,Bartleby (2001),27306,1.5
825,Barton Fink (1991),90160,4.0
826,Basic (2003),12526,3.8
827,Basic Instinct (1992),51324,3.2
828,Basic Instinct 2 (2006),134277,2.2
829,Basket Case (1982),18788,2.6
830,"Basketball Diaries, The (1995)",2205,3.5
831,Basquiat (1996),5106,2.8
832,Bastard Out of Carolina (1996),2794,4.0
833,Bat*21 (1988),4473,3.0
834,Batman & Robin (1997),65604,2.2
835,Batman (1966),130760,3.0
836,Batman (1989),111888,3.4
837,Batman Begins (2005),3920104,3.9
838,Batman Beyond: Return of the Joker (2000),81933,3.5
839,Batman Forever (1995),20961,2.9
840,Batman Returns (1992),82620,3.0
841,Batman v Superman: Dawn of Justice (2016),2189824,2.3
842,Batman vs. Robin (2015),131739,3.0
843,"Batman/Superman Movie, The (1998)",27155,2.0
844,Batman: Assault on Arkham (2014),113278,3.0
845,Batman: Gotham Knight (2008),182937,3.5
846,Batman: Mask of the Phantasm (1993),41769,4.1
847,Batman: Mystery of the Batwoman (2003),104141,3.0
848,"Batman: The Dark Knight Returns, Part 1 (2012)",686868,3.9
849,"Batman: The Dark Knight Returns, Part 2 (2013)",798504,3.9
850,Batman: The Killing Joke (2016),161354,3.0
851,Batman: Under the Red Hood (2010),237822,3.7
852,Batman: Year One (2011),271809,3.7
853,Bats (1999),2974,2.5
854,Battle Beyond the Stars (1980),4198,3.0
855,"Battle Creek Brawl (Big Brawl, The) (1980)",4717,4.0
856,Battle For Sevastopol (2015),140627,5.0
857,Battle Planet (2008),184053,2.0
858,Battle Royale (Batoru rowaiaru) (2000),210660,3.9
859,Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka) (2003),27704,5.0
860,Battle for Haditha (2007),60389,4.0
861,Battle for the Planet of the Apes (1973),22779,2.8
862,Battle in Seattle (2007),65631,4.0
863,"Battle of Algiers, The (La battaglia di Algeri) (1966)",130655,4.3
864,"Battle of Shaker Heights, The (2003)",6689,4.0
865,Battle: Los Angeles (2011),340524,2.4
866,Battlefield Earth (2000),68267,1.7
867,Battles Without Honor & Humanity (Jingi naki tatakai) (1973),31086,3.5
868,Battleship (2012),282054,2.3
869,Battleship Potemkin (1925),37420,3.6
870,Battlestar Galactica (2003),524609,3.8
871,Battlestar Galactica: Razor (2007),284605,3.8
872,Battlestar Galactica: The Plan (2009),144616,4.2
873,Baxter (1989),7742,0.5
874,"Baxter, The (2005)",36477,4.0
875,"Bay, The (2012)",97988,2.5
876,Baywatch (2017),512439,3.0
877,Be Cool (2005),256152,2.4
878,Be Kind Rewind (2008),558300,3.4
879,Beach Blanket Bingo (1965),4394,1.5
880,"Beach, The (2000)",105120,3.1
881,Beaches (1988),22370,2.9
882,Bean (1997),26640,3.0
883,"Bear, The (Ours, L') (1988)",20472,3.4
884,"Beast Within, The (1982)",11850,2.0
885,"Beast of War, The (Beast, The) (1988)",4475,4.0
886,Beastly (2011),82152,3.5
887,"Beastmaster, The (1982)",24575,2.8
888,Beasts of No Nation (2015),283780,3.0
889,Beasts of the Southern Wild (2012),668906,3.4
890,Beat Street (1984),6347,1.0
891,"Beat That My Heart Skipped, The (battre mon coeur s'est arrêté, De) (2005)",68296,3.0
892,Beat the Devil (1953),970,3.5
893,"Beautician and the Beast, The (1997)",4359,1.8
894,Beautiful (2000),7824,2.5
895,Beautiful Boy (2010),90353,4.0
896,Beautiful Creatures (2000),4242,2.0
897,Beautiful Creatures (2013),100487,2.0
898,Beautiful Girls (1996),940,4.0
899,Beautiful Losers (2008),114126,2.5
900,"Beautiful Mind, A (2001)",614385,4.0
901,Beautiful People (1999),6604,4.8
902,Beautiful Thing (1996),4184,4.5
903,Beauty Shop (2005),32589,2.0
904,Beauty and the Beast (1991),86870,3.8
905,Beauty and the Beast (2017),336732,3.5
906,Beauty and the Beast (La belle et la bête) (1946),42384,3.2
907,Beauty and the Beast: The Enchanted Christmas (1997),95170,4.0
908,Beauty of the Day (Belle de jour) (1967),1848,3.9
909,Beavis and Butt-Head Do America (1996),43555,2.9
910,Bebe's Kids (1992),8934,1.0
911,Because I Said So (2007),152406,3.0
912,Because of Winn-Dixie (2005),95100,3.2
913,Becoming Jane (2007),311004,2.9
914,Bed of Roses (1996),592,4.0
915,Bedazzled (1967),7708,2.0
916,Bedazzled (2000),107136,3.1
917,Bedknobs and Broomsticks (1971),24744,3.5
918,Bedrooms & Hallways (1998),2837,3.0
919,Bedtime Stories (2008),715968,3.4
920,Bee Movie (2007),557680,3.1
921,Beer League (2006),50610,4.0
922,Beerfest (2006),285840,3.5
923,Beethoven (1992),74723,1.8
924,Beethoven's 2nd (1993),33970,1.5
925,Beetlejuice (1988),197834,3.5
926,Before Midnight (2013),302142,3.5
927,Before Night Falls (2000),20105,4.3
928,Before Sunrise (1995),5160,4.0
929,Before Sunset (2004),129570,3.7
930,Before We Go (2014),139747,3.5
931,Before and After (1996),339,3.3
932,Before the Devil Knows You're Dead (2007),55805,3.0
933,Before the Fall (NaPolA - Elite für den Führer) (2004),33124,3.5
934,Before the Rain (Pred dozhdot) (1994),428,4.0
935,Begin Again (2013),334866,4.0
936,Beginners (2010),349216,3.6
937,Beginning of the End (1957),6302,1.0
938,Begotten (1990),26717,0.5
939,Behind Enemy Lines (2001),99160,3.2
940,Behind Enemy Lines II: Axis of Evil (2006),90384,2.0
941,Behind the Candelabra (2013),102819,3.0
942,Behind the Mask: The Rise of Leslie Vernon (2006),54910,4.0
943,Beijing Bicycle (Shiqi sui de dan che) (2001),5068,4.0
944,Being Elmo: A Puppeteer's Journey (2011),91869,3.5
945,Being Human (1993),836,3.0
946,Being John Malkovich (1999),296703,4.0
947,Being Julia (2004),17886,1.8
948,Being There (1979),25840,4.0
949,"Believer, The (2001)",32274,4.2
950,"Believers, The (1987)",3996,3.7
951,"Bell, Book and Candle (1958)",14064,3.4
952,Bella (2006),59440,3.5
953,Belladonna of Sadness (1973),174141,3.5
954,Belle époque (1992),12884,5.0
955,Bellflower (2011),89862,3.5
956,"Bells of St. Mary's, The (1945)",7702,3.5
957,Belly (1998),4664,1.2
958,Beloved (1998),4628,4.5
959,Below (2002),5663,3.5
960,Ben X (2007),65037,3.5
961,Ben-Hur (1959),43758,3.9
962,Ben-Hur: A Tale of the Christ (1925),6986,3.0
963,Ben-hur (2016),122888,0.5
964,"Benchwarmers, The (2006)",493240,2.8
965,Bend It Like Beckham (2002),248720,3.3
966,Beneath the Planet of the Apes (1970),45540,2.8
967,Benji (1974),18360,3.8
968,Benji the Hunted (1987),7346,4.5
969,Benny & Joon (1993),27379,3.5
970,Bent (1997),3392,3.5
971,Beowulf & Grendel (2005),38294,2.5
972,Beowulf (1999),27003,3.0
973,Beowulf (2007),447960,2.6
974,Berlin Calling (2008),133022,4.2
975,Bernie (1996),174826,1.8
976,Bernie (2011),189792,3.5
977,Besieged (a.k.a. L' Assedio) (1998),5260,3.5
978,Best Defense (1984),7292,2.5
979,"Best Exotic Marigold Hotel, The (2011)",376280,3.9
980,"Best Little Whorehouse in Texas, The (1982)",5927,3.0
981,"Best Man, The (1999)",2975,3.0
982,"Best Man, The (Testimone dello sposo, Il) (1998)",2156,4.0
983,Best Men (1997),1473,4.0
984,"Best Offer, The (Migliore offerta, La) (2013)",516175,4.0
985,Best Seller (1987),4083,4.0
986,Best Worst Movie (2009),78746,4.0
987,"Best Years of Our Lives, The (1946)",15512,4.1
988,Best in Show (2000),207283,3.7
989,"Best of Youth, The (La meglio gioventù) (2003)",15534,4.8
990,Best of the Best (1989),4568,2.5
991,Best of the Best 3: No Turning Back (1995),2340,2.5
992,Betrayed (1988),6740,2.5
993,Betsy's Wedding (1990),5581,2.0
994,Better Living Through Chemistry (2014),108715,1.5
995,Better Living Through Circuitry (1999),3625,2.0
996,Better Luck Tomorrow (2002),25152,3.9
997,Better Off Dead... (1985),33939,3.7
998,Better Than Chocolate (1999),2774,3.0
999,Better Than Sex (2000),4877,3.5
1000,"Better Tomorrow II, A (Ying hung boon sik II) (1987)",53224,4.0
1001,"Better Tomorrow, A (Ying hung boon sik) (1986)",79755,3.8
1002,Betting on Zero (2016),170907,4.0
1003,Between Your Legs (Entre las piernas) (1999),33201,4.5
1004,Between the Folds (2008),87960,3.0
1005,"Beverly Hillbillies, The (1993)",8380,2.7
1006,Beverly Hills Chihuahua (2008),254160,2.1
1007,Beverly Hills Cop (1984),187910,3.4
1008,Beverly Hills Cop II (1987),77596,2.9
1009,Beverly Hills Cop III (1994),24780,2.7
1010,Beverly Hills Ninja (1997),22896,2.5
1011,Bewitched (2005),439868,2.3
1012,Beyond Bedlam (1993),285,4.0
1013,Beyond Borders (2003),6886,3.5
1014,Beyond Rangoon (1995),930,2.4
1015,Beyond Re-Animator (2003),7202,3.0
1016,Beyond Silence (Jenseits der Stille) (1996),1893,4.5
1017,Beyond the Clouds (Al di là delle nuvole) (1996),7109,3.0
1018,Beyond the Mat (1999),16635,3.7
1019,Beyond the Poseidon Adventure (1979),7611,2.0
1020,Beyond the Sea (2004),30818,2.0
1021,Beyond the Valley of the Dolls (1970),8196,3.5
1022,Bhaji on the Beach (1993),1136,3.5
1023,Bicentennial Man (1999),47340,2.8
1024,Bicycle Thieves (a.k.a. The Bicycle Thief) (a.k.a. The Bicycle Thieves) (Ladri di biciclette) (1948),49424,4.1
1025,Big (1988),254527,3.7
1026,"Big Bang, The (2011)",94011,1.5
1027,"Big Bird Cage, The (1972)",5155,4.5
1028,"Big Blue, The (Grand bleu, Le) (1988)",13376,3.5
1029,"Big Boss, The (Fists of Fury) (Tang shan da xiong) (1971)",8880,3.8
1030,"Big Bounce, The (2004)",29028,2.0
1031,Big Bully (1996),375,2.2
1032,Big Business (1988),13428,2.3
1033,"Big Chill, The (1983)",58800,3.8
1034,"Big Country, The (1958)",6736,3.2
1035,Big Daddy (1999),129312,3.2
1036,Big Deal on Madonna Street (I Soliti Ignoti) (1958),4395,4.0
1037,"Big Doll House, The (1971)",5156,2.5
1038,"Big Easy, The (1987)",20430,3.5
1039,Big Eden (2000),4342,4.5
1040,"Big Empty, The (2003)",6949,3.5
1041,Big Eyes (2014),237970,3.8
1042,Big Fat Liar (2002),25460,3.0
1043,Big Fish (2003),493143,3.8
1044,"Big Green, The (1995)",162,2.3
1045,Big Hero 6 (2014),4740297,3.9
1046,"Big Hit, The (1998)",13062,2.9
1047,"Big Kahuna, The (2000)",28528,2.9
1048,"Big Lebowski, The (1998)",183592,3.9
1049,Big Momma's House (2000),61982,2.2
1050,Big Momma's House 2 (2006),43558,2.0
1051,"Big Mommas: Like Father, Like Son (2011)",85399,1.0
1052,Big Night (1996),10934,4.2
1053,"Big One, The (1997)",5481,3.3
1054,"Big Red One, The (1980)",9652,4.2
1055,"Big Short, The (2015)",3864276,4.0
1056,"Big Sleep, The (1946)",17976,4.1
1057,Big Stan (2007),135068,2.8
1058,"Big Tease, The (1999)",6480,3.2
1059,Big Top Pee-Wee (1988),35816,1.9
1060,Big Top Scooby-Doo! (2012),136355,5.0
1061,Big Trouble (2002),28644,2.2
1062,Big Trouble in Little China (1986),104720,3.9
1063,Big Wednesday (1978),8391,3.0
1064,"Big Year, The (2011)",373148,3.8
1065,"Bigger, Stronger, Faster* (2008)",59731,3.5
1066,Biggles (1986),17486,3.0
1067,Biker Boyz (2003),6057,2.0
1068,Bikini Beach (1964),3922,1.0
1069,Bill & Ted's Bogus Journey (1991),99600,3.1
1070,Bill & Ted's Excellent Adventure (1989),205695,3.7
1071,Bill Burr: I'm Sorry You Feel That Way (2014),118930,4.5
